ID,Make,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City,Fuel_Consumption_Hwy,Fuel_Consumption_Comb,CO2_Emissions
347,Ford,Subcompact,2.3,4,AS10,X,11.2,7.3,9.4,221
348,Ford,Subcompact,2.3,4,AS10,X,11.8,8.4,10.3,242
349,Ford,Subcompact,2.3,4,M6,X,11.2,7.9,9.7,227
350,Ford,Subcompact,2.3,4,M6,X,11.8,8.7,10.4,244
351,Ford,Subcompact,5,8,AS10,X,15,9.1,12.3,289
352,Ford,Subcompact,5,8,M6,X,16.1,9.9,13.3,311
353,Ford,Subcompact,5,8,M6,X,16.1,9.9,13.3,311
354,Ford,Subcompact,2.3,4,AS10,X,11.9,8.4,10.4,243
355,Ford,Subcompact,2.3,4,M6,X,11.8,8.4,10.3,241
356,Ford,Subcompact,5,8,AS10,X,15.4,9.7,12.9,302
357,Ford,Pickup truck: Standard,2.3,4,AS10,X,11.8,9.8,10.9,256
358,Ford,Subcompact,5.2,8,M6,Z,17.2,11.3,14.6,341
359,Ford,Van: Passenger,3.5,6,AS6,X,16.2,12.8,14.7,346
360,Ford,Van: Passenger,3.7,6,AS6,X,16.9,13.1,15.2,355
361,Ford,Full-size,3.5,6,AS6,X,13.5,9,11.5,270
362,Ford,Full-size,3.5,6,AS6,E,17.8,12.1,15.2,254
363,Ford,Full-size,3.5,6,AS6,X,14.6,10,12.5,294
364,Ford,Full-size,3.5,6,AS6,X,14,9.9,12.4,291
365,Ford,Full-size,3.5,6,AS6,E,18.5,13,16,267
366,Ford,Special purpose vehicle,2,4,AS8,X,9.8,8.8,9.3,219
367,Ford,Special purpose vehicle,2,4,AS8,X,9.8,8.8,9.3,219
368,Ford,Special purpose vehicle,2,4,AS8,E,13.3,11.8,12.6,209
369,Ford,Special purpose vehicle,2.5,4,AS6,X,12,8.8,10.6,247
370,Ford,Special purpose vehicle,2,4,AS8,X,9.9,8.2,9.2,214
371,Ford,Special purpose vehicle,2,4,AS8,X,9.9,8.2,9.2,214
372,Ford,Special purpose vehicle,2,4,AS8,E,13.7,11.1,12.5,208
373,Ford,Special purpose vehicle,2.5,4,AS6,X,12.1,9,10.7,251
374,Genesis,Compact,2,4,M6,Z,12.8,8.5,10.9,255
375,Genesis,Compact,2,4,AS8,Z,11.5,8.7,10.3,241
376,Genesis,Compact,3.3,6,AS8,Z,13.3,9.5,11.6,274
377,Genesis,Full-size,3.3,6,AS8,Z,13.8,9.7,11.9,282
378,Genesis,Full-size,3.8,6,AS8,X,13.4,9.6,11.7,276
379,Genesis,Full-size,5,8,AS8,Z,15.6,10.4,13.2,312
380,Genesis,Full-size,3.3,6,AS8,Z,13.7,9.7,11.9,279
381,Genesis,Full-size,5,8,AS8,Z,15.2,10.2,13,306
382,GMC,SUV: Standard,2.5,4,A6,X,11.1,9.2,10.2,237
383,GMC,SUV: Standard,3.6,6,A6,X,13.1,9.4,11.4,268
384,GMC,SUV: Standard,2.5,4,A6,X,11.3,9.4,10.5,248
385,GMC,SUV: Standard,3.6,6,A6,X,13.5,9.5,11.7,275
386,GMC,Pickup truck: Small,2.5,4,A6,X,12.1,9.2,10.8,253
387,GMC,Pickup truck: Small,2.5,4,M6,X,11.9,9.2,10.7,251
388,GMC,Pickup truck: Small,2.8,4,A6,D,11.8,7.9,10.1,270
389,GMC,Pickup truck: Small,3.6,6,A8,X,13.4,9.6,11.7,274
390,GMC,Pickup truck: Small,2.5,4,A6,X,12.7,9.8,11.4,267
391,GMC,Pickup truck: Small,2.8,4,A6,D,12.2,8.4,10.5,283
392,GMC,Pickup truck: Small,3.6,6,A8,X,14,9.9,12.2,286
393,GMC,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.1,261
394,GMC,Pickup truck: Standard,4.3,6,A6,X,15.1,11.5,13.5,317
395,GMC,Pickup truck: Standard,5.3,8,A6,X,15.9,11.4,13.9,326
396,GMC,Pickup truck: Standard,5.3,8,A6,X,15.7,11.9,14,329
397,GMC,Pickup truck: Standard,5.3,8,A6,E,21.1,15,18.4,306
398,GMC,Pickup truck: Standard,5.3,8,A8,X,14.3,10.4,12.5,294
399,GMC,Pickup truck: Standard,2.7,4,A8,X,12.6,10.9,11.8,277
400,GMC,Pickup truck: Standard,4.3,6,A6,X,15.8,11.9,14,329
401,GMC,Pickup truck: Standard,5.3,8,A6,X,15.9,11.7,14,330
402,GMC,Pickup truck: Standard,5.3,8,A6,X,16,12.5,14.4,339
403,GMC,Pickup truck: Standard,5.3,8,A6,E,22,16.1,19.4,323
404,GMC,Pickup truck: Standard,5.3,8,A8,X,15.3,11.2,13.5,316
405,GMC,Pickup truck: Standard,5.3,8,A8,X,15.3,11.8,13.7,320
406,GMC,Pickup truck: Standard,6.2,8,A10,Z,15.5,11.9,13.9,326
407,GMC,Pickup truck: Standard,6.2,8,A10,Z,15.7,12.4,14.2,332
408,GMC,Pickup truck: Standard,5.3,8,A6,X,15.6,10.9,13.5,317
409,GMC,Pickup truck: Standard,5.3,8,A6,X,15.8,11.4,13.8,325
410,GMC,SUV: Small,1.5,4,A9,X,9.2,7.9,8.6,201
411,GMC,SUV: Small,1.6,4,A6,D,8.5,6,7.4,199
412,GMC,SUV: Small,1.5,4,A9,X,9.6,8.3,9,210
413,GMC,SUV: Small,1.6,4,A6,D,8.5,6.1,7.4,199
414,GMC,SUV: Small,2,4,A9,Z,11.2,9,10.2,239
415,GMC,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,314
416,GMC,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,314
417,GMC,SUV: Standard,5.3,8,A6,E,21.2,13.9,17.9,298
418,GMC,SUV: Standard,5.3,8,A6,X,15.8,11.1,13.7,321
419,GMC,SUV: Standard,5.3,8,A6,X,15.8,11.1,13.7,321
420,GMC,SUV: Standard,5.3,8,A6,E,21.7,14.3,18.4,305
421,GMC,SUV: Standard,6.2,8,A10,Z,16.4,10.7,13.8,325
422,GMC,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,314
423,GMC,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,314
424,GMC,SUV: Standard,5.3,8,A6,E,21.2,13.9,17.9,298
425,GMC,SUV: Standard,5.3,8,A6,X,16.8,11.3,14.3,336
426,GMC,SUV: Standard,5.3,8,A6,X,16.8,11.3,14.3,336
427,GMC,SUV: Standard,5.3,8,A6,E,22.2,15.2,19,317
428,GMC,SUV: Standard,6.2,8,A10,Z,17.1,11.3,14.5,340
429,Honda,Full-size,1.5,4,AV,X,7.9,6.3,7.2,168
430,Honda,Full-size,1.5,4,AV7,X,8.2,6.8,7.6,177
431,Honda,Full-size,1.5,4,M6,X,8.9,6.7,7.9,185
432,Honda,Full-size,2,4,M6,X,10.7,7.3,9.2,214
433,Honda,Mid-size,2,4,AS10,X,10.4,7.4,9.1,211
434,Honda,Full-size,2,4,AV,X,5,5,5,117
435,Honda,Compact,1.5,4,AV7,X,7.8,6.4,7.2,167
436,Honda,Compact,2,4,AV,X,7.8,6.1,7.1,164
437,Honda,Compact,2,4,AV7,X,8.3,6.6,7.5,176
438,Honda,Compact,2,4,M6,X,9.3,6.7,8.1,189
439,Honda,Compact,1.5,4,M6,Z,8.4,6.2,7.4,173
440,Honda,Full-size,1.5,4,AV,X,7.7,6,6.9,162
441,Honda,Full-size,1.5,4,AV7,X,7.9,6.6,7.3,170
442,Honda,Full-size,1.5,4,M6,X,8,6.2,7.2,167
443,Honda,Full-size,1.5,4,AV7,Z,7.9,6.6,7.3,170
444,Honda,Full-size,1.5,4,M6,Z,8,6.2,7.2,167
445,Honda,Mid-size,1.5,4,AV7,X,7.8,6.2,7.1,165
446,Honda,Mid-size,2,4,AV,X,7.9,6.1,7.1,167
447,Honda,Mid-size,2,4,M6,X,9.3,6.5,8,186
448,Honda,Mid-size,1.5,4,M6,Z,8.4,6.2,7.4,173
449,Honda,Full-size,2,4,M6,Z,10.6,8.3,9.6,224
450,Honda,SUV: Small,1.5,4,AV,X,8.4,7,7.8,181
451,Honda,SUV: Small,1.5,4,AV,X,8.7,7.2,8,188
452,Honda,Station wagon: Small,1.5,4,AV,X,7,5.9,6.5,151
453,Honda,Station wagon: Small,1.5,4,AV7,X,7.6,6.5,7,166
454,Honda,Station wagon: Small,1.5,4,M6,X,8.1,6.6,7.4,174
455,Honda,Station wagon: Small,1.8,4,AV,X,8.4,7,7.8,181
456,Honda,Station wagon: Small,1.8,4,AV,X,8.8,7.5,8.2,193
457,Honda,Station wagon: Small,1.8,4,AV7,X,9.1,7.7,8.5,199
458,Honda,Mid-size,1.5,4,AV,X,4.6,5.3,4.9,114
459,Honda,Mid-size,1.5,4,AV,X,4.6,5.3,4.9,114
460,Honda,Minivan,3.5,6,AS9,X,12.6,8.4,10.7,252
461,Honda,Minivan,3.5,6,AS10,X,12.2,8.5,10.6,247
462,Honda,SUV: Small,3.5,6,A9,X,12.5,9.8,11.3,265
463,Honda,SUV: Small,3.5,6,A6,X,12.4,8.7,10.7,250
464,Honda,SUV: Small,3.5,6,A6,X,13,9.3,11.3,266
465,Honda,SUV: Small,3.5,6,AS9,X,12.4,9.3,11,257
466,Honda,Pickup truck: Standard,3.5,6,A6,X,12.8,9.5,11.3,263
467,Hyundai,Compact,1.6,4,AS6,X,8.2,6.2,7.3,172
468,Hyundai,Compact,1.6,4,M6,X,8.2,6.3,7.3,173
469,Hyundai,Mid-size,1.6,4,AM7,X,8.9,7,8.1,189
470,Hyundai,Mid-size,1.6,4,M6,X,10.7,7.8,9.4,221
471,Hyundai,Mid-size,2,4,AS6,X,8.3,6.4,7.4,174
472,Hyundai,Mid-size,2,4,M6,X,9.2,6.5,8,188
473,Hyundai,Full-size,1.6,4,AM7,X,9.7,7.4,8.6,205
474,Hyundai,Full-size,1.6,4,M6,X,10.3,7.9,9.2,218
475,Hyundai,Full-size,2,4,AS6,X,9.4,7.1,8.4,200
476,Hyundai,Full-size,2,4,M6,X,9.8,7.4,8.7,207
477,Hyundai,Full-size,1.6,4,AM6,X,4.3,4.4,4.3,104
478,Hyundai,Full-size,1.6,4,AM6,X,4.2,4,4.1,96
479,Hyundai,SUV: Small,2,4,AS6,X,8.6,7,7.9,186
480,Hyundai,SUV: Small,1.6,4,AM7,X,9,8,8.6,201
481,Hyundai,SUV: Small,2,4,AS6,X,9.2,7.8,8.6,202
482,Hyundai,SUV: Small,2.4,4,AS8,X,10.8,8,9.6,225
483,Hyundai,SUV: Small,2,4,AS8,X,12.3,9.8,11.2,262
484,Hyundai,SUV: Small,2.4,4,AS8,X,11.2,8.7,10.1,237
485,Hyundai,SUV: Small,3.3,6,AS6,X,13.2,9.4,11.5,268
486,Hyundai,SUV: Small,3.3,6,AS6,X,13.4,9.7,11.7,276
487,Hyundai,SUV: Small,3.3,6,AS6,X,14.1,10.8,12.6,297
488,Hyundai,Full-size,2,4,AS8,X,10.4,7.4,9.1,212
489,Hyundai,Full-size,2.4,4,AS6,X,9.3,7.1,8.3,198
490,Hyundai,Full-size,2.4,4,AS6,X,9.2,6.8,8.1,190
491,Hyundai,Mid-size,2,4,AM6,X,6,5.3,5.7,135
492,Hyundai,Mid-size,2,4,AM6,X,5.9,5.1,5.6,132
493,Hyundai,SUV: Small,2,4,AS6,X,10,7.9,9.1,216
494,Hyundai,SUV: Small,2,4,AS6,X,10.8,9.2,10.1,239
495,Hyundai,SUV: Small,2.4,4,AS6,X,11,9.1,10.1,240
496,Hyundai,Compact,2,4,AS6,X,9.1,7.1,8.2,193
497,Hyundai,Compact,2,4,M6,X,9.4,7.1,8.4,198
498,Hyundai,Compact,2,4,M6,X,10.6,8.3,9.5,226
499,Hyundai,Compact,1.6,4,AM7,X,8.5,6.9,7.8,184
500,Hyundai,Compact,1.6,4,M6,X,9.4,7,8.3,197
501,Infiniti,Mid-size,2,4,AS7,Z,10.7,8.6,9.7,229
502,Infiniti,Mid-size,3,6,AS7,Z,12.4,8.7,10.8,253
503,Infiniti,Mid-size,3,6,AS7,Z,12.5,9.3,11.1,261
504,Infiniti,Subcompact,2,4,AS7,Z,11.2,8.5,10,233
505,Infiniti,Subcompact,3,6,AS7,Z,12.3,8.7,10.7,251
506,Infiniti,Subcompact,3,6,AS7,Z,12.5,9.2,11,259
507,Infiniti,Mid-size,3.7,6,AS7,Z,13.2,9.8,11.7,275
508,Infiniti,Mid-size,5.6,8,AS7,Z,14.9,10.2,12.8,301
509,Infiniti,SUV: Small,2,4,AV8,Z,10,7.8,9,211
510,Infiniti,SUV: Small,3.5,6,AV7,Z,12.5,9,10.9,257
511,Infiniti,SUV: Standard,5.6,8,AS7,Z,17.4,12.2,15.1,354
512,Jaguar,SUV: Small,2,4,AS9,Z,11,8.4,9.8,231
513,Jaguar,SUV: Small,2,4,AS8,D,8.9,7.2,8.1,218
514,Jaguar,SUV: Small,2,4,AS8,Z,10.7,8.8,9.9,227
515,Jaguar,SUV: Small,3,6,AS8,Z,13.3,10,11.8,277
516,Jaguar,Two-seater,2,4,AS8,Z,10.2,7.8,9.2,215
517,Jaguar,Two-seater,3,6,AS8,Z,11.9,8.5,10.4,242
518,Jaguar,Two-seater,3,6,M6,Z,14.9,9.8,12.6,296
519,Jaguar,Two-seater,3,6,AS8,Z,12.4,8.8,10.8,253
520,Jaguar,Two-seater,3,6,M6,Z,15.3,10,12.9,302
521,Jaguar,Two-seater,3,6,AS8,Z,13,9.2,11.3,265
522,Jaguar,Two-seater,2,4,AS8,Z,10.2,7.8,9.2,215
523,Jaguar,Two-seater,3,6,AS8,Z,11.9,8.5,10.4,242
524,Jaguar,Two-seater,3,6,M6,Z,14.9,9.8,12.6,296
525,Jaguar,Two-seater,3,6,AS8,Z,12.4,8.8,10.8,253
526,Jaguar,Two-seater,3,6,M6,Z,15.3,10,12.9,302
527,Jaguar,Two-seater,3,6,AS8,Z,13,9.2,11.3,265
528,Jaguar,Two-seater,5,8,AS8,Z,15.6,10.4,13.3,311
529,Jaguar,Two-seater,5,8,AS8,Z,15.6,10.4,13.3,311
530,Jaguar,Compact,2,4,AS8,D,7.8,5.8,6.9,186
531,Jaguar,Compact,2,4,AS8,Z,9.8,6.9,8.5,200
532,Jaguar,Compact,3,6,AS8,Z,11.8,8.2,10.2,238
533,Jaguar,Mid-size,2,4,AS8,D,7.8,5.8,6.9,186
534,Jaguar,Mid-size,2,4,AS8,Z,10.1,7.2,8.8,207
535,Jaguar,Mid-size,3,6,AS8,Z,12,8.4,10.4,243
536,Jaguar,Full-size,3,6,AS8,Z,14,9,11.8,276
537,Jaguar,Full-size,3,6,AS8,Z,14,9.4,11.9,280
538,Jaguar,Full-size,5,8,AS8,Z,15.8,10.3,13.3,313
539,Jeep,SUV: Small,2,4,A9,X,10.4,7.6,9.1,214
540,Jeep,SUV: Small,2.4,4,A9,X,10.8,7.6,9.3,219
541,Jeep,SUV: Small,3.2,6,A9,X,11.9,8.2,10.2,240
542,Jeep,SUV: Small,2,4,A9,X,11.2,8,9.8,229
543,Jeep,SUV: Small,2.4,4,A9,X,11.2,8,9.8,230
544,Jeep,SUV: Small,3.2,6,A9,X,12.2,8.6,10.6,249
545,Jeep,SUV: Small,2,4,A9,X,11.5,8.6,10.2,240
546,Jeep,SUV: Small,3.2,6,A9,X,12.8,9,11.1,259
547,Jeep,SUV: Small,2,4,A9,X,11.8,9.2,10.6,249
548,Jeep,SUV: Small,3.2,6,A9,X,12.9,9.9,11.6,269
549,Jeep,SUV: Small,2.4,4,A6,X,10.6,7.6,9.3,218
550,Jeep,SUV: Small,2.4,4,M6,X,10.4,7.3,9,211
551,Jeep,SUV: Small,2.4,4,A9,X,10.8,7.8,9.5,222
552,Jeep,SUV: Small,2.4,4,M6,X,10.8,7.6,9.4,221
553,Jeep,SUV: Standard,3.6,6,A8,X,12.7,9.6,11.3,265
554,Jeep,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,331
555,Jeep,SUV: Standard,3,6,A8,D,11.2,8.5,10,268
556,Jeep,SUV: Standard,6.4,8,A8,Z,18.3,12.6,15.7,368
557,Jeep,SUV: Standard,6.2,8,A8,Z,20.9,13.8,17.7,413
558,Jeep,SUV: Small,1.3,4,A9,X,9.8,7.4,8.7,204
559,Jeep,SUV: Small,2.4,4,A9,X,10.8,7.8,9.5,222
560,Jeep,SUV: Small,1.3,4,A9,X,10.1,8.1,9.2,216
561,Jeep,SUV: Small,2.4,4,A9,X,11.2,8.2,9.8,230
562,Jeep,SUV: Small,1.3,4,A9,X,10.8,8.7,9.9,230
563,Jeep,SUV: Small,2,4,A8,X,10.5,9.4,10,233
564,Jeep,SUV: Small,3.6,6,A8,X,12.8,10.4,11.8,274
565,Jeep,SUV: Small,3.6,6,M6,X,13.7,9.6,11.8,277
566,Jeep,SUV: Small,2,4,A8,X,10.9,10,10.5,245
567,Jeep,SUV: Small,3.6,6,A8,X,12.9,10.2,11.7,275
568,Jeep,SUV: Small,3.6,6,M6,X,13.8,10.1,12.2,285
569,Kia,Full-size,3.3,6,AS8,X,11.6,8.5,10.2,238
570,Kia,Mid-size,2,4,AV,X,7.7,5.9,6.9,164
571,Kia,Mid-size,2,4,M6,X,8.6,6.4,7.6,180
572,Kia,Station wagon: Small,1.6,4,AM6,X,4.6,5.1,4.8,114
573,Kia,Station wagon: Small,1.6,4,AM6,X,4.5,4.8,4.7,110
574,Kia,Station wagon: Small,1.6,4,AM6,X,5.1,5.8,5.4,129
575,Kia,Full-size,2,4,AS6,X,11.2,7.9,9.7,230
576,Kia,Full-size,2.4,4,AS6,X,9.5,7.1,8.4,199
577,Kia,Mid-size,2,4,AM6,X,6.1,5.2,5.7,133
578,Kia,Compact,1.6,4,AS6,X,8.5,6.4,7.5,177
579,Kia,Compact,1.6,4,M6,X,8.3,6.4,7.5,175
580,Kia,Minivan,3.3,6,AS8,X,12.7,10,11.5,272
581,Kia,SUV: Small,2.4,4,AS6,X,10.7,8.2,9.6,225
582,Kia,SUV: Small,2.4,4,AS6,X,11.2,9,10.2,242
583,Kia,SUV: Small,3.3,6,AS8,X,12.5,9.7,11.2,265
584,Kia,Station wagon: Small,1.6,4,AM7,X,9.1,7.7,8.5,199
585,Kia,Station wagon: Small,1.6,4,AS6,X,9,7.6,8.4,198
586,Kia,Station wagon: Small,2,4,AS6,X,9.5,7.8,8.7,206
587,Kia,SUV: Small,2.4,4,AS6,X,10.3,7.8,9.2,218
588,Kia,SUV: Small,2,4,AS6,X,11.9,10.2,11.1,263
589,Kia,SUV: Small,2.4,4,AS6,X,11.3,9.5,10.5,247
590,Kia,Mid-size,2,4,AS8,Z,11.1,8.1,9.7,229
591,Kia,Mid-size,3.3,6,AS8,Z,13.6,9.6,11.8,279
592,Lamborghini,Two-seater,6.5,12,AM7,Z,26.3,15.6,21.5,487
593,Lamborghini,Two-seater,6.5,12,AM7,Z,26.6,15.8,21.7,493
594,Lamborghini,Two-seater,5.2,10,AM7,Z,18.1,13.2,15.9,366
595,Lamborghini,Two-seater,5.2,10,AM7,Z,17.9,13,15.7,370
596,Lamborghini,Two-seater,5.2,10,AM7,Z,18.1,13.2,15.9,366
597,Lamborghini,Two-seater,5.2,10,AM7,Z,17.9,13,15.7,370
598,Lamborghini,Two-seater,5.2,10,AM7,Z,17.9,13,15.7,370
599,Lamborghini,Two-seater,5.2,10,AM7,Z,17.9,13,15.7,370
600,Lamborghini,SUV: Standard,4,8,AS8,Z,19.2,14.1,16.9,384
601,Land Rover,SUV: Standard,3,6,AS8,Z,14.8,11.4,13.3,311
602,Land Rover,SUV: Standard,3,6,AS8,D,11.3,9.2,10.4,279
603,Land Rover,SUV: Small,2,4,AS9,Z,11.4,9.3,10.5,246
604,Land Rover,SUV: Standard,3,6,AS8,Z,14.1,10.3,12.4,291
605,Land Rover,SUV: Standard,3,6,AS8,D,10.7,8.3,9.6,256
606,Land Rover,SUV: Standard,5,8,AS8,Z,14.4,11.3,13,305
607,Land Rover,SUV: Standard,5,8,AS8,Z,17.9,12.7,15.5,365
608,Land Rover,SUV: Standard,3,6,AS8,Z,14.1,10.3,12.4,291
609,Land Rover,SUV: Standard,3,6,AS8,D,10.7,8.3,9.6,256
610,Land Rover,SUV: Standard,5,8,AS8,Z,14.1,10.7,12.6,294
611,Land Rover,SUV: Small,2,4,AS9,Z,10.9,8,9.6,225
612,Land Rover,SUV: Small,2,4,AS9,Z,11.2,8.2,9.8,231
613,Land Rover,SUV: Small,2,4,AS8,D,9.2,7.8,8.5,229
614,Land Rover,SUV: Small,2,4,AS8,Z,11.7,9.2,10.6,248
615,Land Rover,SUV: Small,3,6,AS8,Z,13,10,11.6,273
616,Lexus,Mid-size,2.5,4,AV6,X,5.5,5.2,5.3,124
617,Lexus,Mid-size,3.5,6,AS8,X,10.6,7.2,9.1,211
618,Lexus,Mid-size,3.5,6,AS8,X,10.9,7.5,9.4,219
619,Lexus,Mid-size,3.5,6,AS6,Z,12.3,9.1,10.9,254
620,Lexus,Compact,5,8,AS8,Z,14.9,9.7,12.5,293
621,Lexus,SUV: Standard,4.6,8,AS6,Z,16,12.9,14.6,341
622,Lexus,Compact,2,4,AS8,Z,11,7.6,9.5,220
623,Lexus,Compact,3.5,6,AS6,Z,12.3,9.1,10.9,254
624,Lexus,Compact,3.5,6,AS6,Z,12.3,9.1,10.9,254
625,Lexus,Subcompact,5,8,AS10,Z,15.1,9.5,12.6,294
626,Lexus,Subcompact,3.5,6,AV10,Z,9,7.1,8.1,189
627,Lexus,Mid-size,3.4,6,AS10,Z,13.1,8.7,11.1,261
628,Lexus,Mid-size,3.5,6,AV10,Z,10.3,7.7,9.1,214
629,Lexus,SUV: Standard,5.7,8,AS8,Z,18.2,12.8,15.8,371
630,Lexus,SUV: Small,2,4,AS6,Z,10.7,8.5,9.7,226
631,Lexus,SUV: Small,2,4,AS6,Z,10.8,8.9,9.9,232
632,Lexus,SUV: Small,2.5,4,AV6,X,7.2,7.9,7.5,176
633,Lexus,Subcompact,3.5,6,AS6,Z,13.1,9.8,11.2,262
634,Lexus,Subcompact,3.5,6,AS6,Z,13.1,9.8,11.2,262
635,Lexus,Subcompact,5,8,AS8,Z,15.2,9.5,12.6,289
636,Lexus,SUV: Small,3.5,6,AS8,X,12.2,9,10.8,252
637,Lexus,SUV: Small,3.5,6,AS8,X,13.1,9.4,11.1,268
638,Lexus,SUV: Standard,3.5,6,AV6,Z,7.5,8.4,7.9,185
639,Lexus,SUV: Standard,3.5,6,AV6,Z,8.1,8.4,8.1,190
640,Lexus,Mid-size,2,4,AS10,X,8,6.3,7.2,168
641,Lexus,Compact,2,4,AV6,X,5.5,5.7,5.6,130
642,Lexus,Compact,2,4,AV6,X,5.7,6.2,6,140
643,Lincoln,Full-size,2.7,6,AS6,X,14,9.4,12,281
644,Lincoln,Full-size,3,6,AS6,X,14.5,9.8,12.3,289
645,Lincoln,Full-size,3.7,6,AS6,X,14.3,9.7,12.2,287
646,Lincoln,SUV: Small,2,4,AS6,X,12.3,9.3,11,257
647,Lincoln,SUV: Small,2,4,AS6,X,12.2,9.3,10.9,256
648,Lincoln,SUV: Small,2.3,4,AS6,X,13.1,9.5,11.5,270
649,Lincoln,SUV: Standard,3.5,6,AS6,X,15.7,11.2,13.7,322
650,Lincoln,Special purpose vehicle,3.7,6,A6,X,14.7,10.3,12.7,297
651,Lincoln,Mid-size,2,4,AS6,X,12.1,8.4,10.4,245
652,Lincoln,Mid-size,3,6,AS6,X,14,9.2,11.8,278
653,Lincoln,Mid-size,2,4,AV,X,5.7,6.2,5.9,139
654,Lincoln,SUV: Small,2.7,6,AS8,X,12.6,9.2,11,259
655,Lincoln,SUV: Standard,3.5,6,AS10,X,15,11.4,13.4,314
656,Maserati,Mid-size,3,6,AS8,Z,14.1,9.8,12.2,286
657,Maserati,Mid-size,3,6,AS8,Z,14.7,9.9,12.6,295
658,Maserati,Mid-size,3,6,AS8,Z,14.7,9.9,12.6,295
659,Maserati,Subcompact,4.7,8,AS6,Z,17.8,11.6,15,354
660,Maserati,SUV: Standard,3,6,AS8,Z,15.9,11.1,13.7,324
661,Maserati,SUV: Standard,3,6,AS8,Z,16.1,11.4,14,330
662,Maserati,SUV: Standard,3.8,8,AS8,Z,17.9,12.9,15.3,360
663,Maserati,SUV: Standard,3.8,8,AS8,Z,17.9,12.9,15.3,360
664,Maserati,Full-size,3,6,AS8,Z,15.1,10.3,12.8,299
665,Maserati,Full-size,3,6,AS8,Z,15,10.3,12.8,301
666,Maserati,Full-size,3.8,8,AS8,Z,16,10.8,13.7,321
667,Mazda,Compact,2,4,AS6,X,8.3,6.9,7.7,179
668,Mazda,Compact,2,4,M6,X,8.8,7,8,186
669,Mazda,Compact,2,4,AS6,X,8.6,7.4,8.1,189
670,Mazda,SUV: Small,2,4,M6,X,9.7,7.7,8.8,206
671,Mazda,SUV: Small,2.5,4,AS6,X,9.7,7.8,8.8,206
672,Mazda,SUV: Small,2.5,4,AS6,X,9.3,7.6,8.5,201
673,Mazda,SUV: Small,2.5,4,AS6,X,10.2,8.2,9.3,217
674,Mazda,SUV: Small,2.5,4,AS6,X,9.8,7.9,9,208
675,Mazda,SUV: Small,2.5,4,AS6,X,10.8,8.7,9.8,230
676,Mazda,SUV: Small,2.2,4,AS6,D,8.9,7.9,8.4,227
677,Mazda,SUV: Small,2.5,4,AS6,X,10.6,8.4,9.6,225
678,Mazda,SUV: Small,2.5,4,AS6,X,11.6,9.1,10.5,244
679,Mazda,Compact,2,4,AS6,X,8.4,6.6,7.6,178
680,Mazda,Compact,2,4,M6,X,8.7,6.4,7.7,180
681,Mazda,Compact,2.5,4,AS6,X,8.8,6.4,7.7,181
682,Mazda,Compact,2.5,4,AS6,X,8.8,6.6,7.8,183
683,Mazda,Compact,2.5,4,AS6,X,9.2,7,8.2,192
684,Mazda,Mid-size,2,4,AS6,X,8.6,6.7,7.7,181
685,Mazda,Mid-size,2,4,M6,X,8.7,6.6,7.8,181
686,Mazda,Mid-size,2.5,4,AS6,X,9,6.8,8,187
687,Mazda,Mid-size,2.5,4,M6,X,9.2,6.6,8.1,189
688,Mazda,Mid-size,2.5,4,AS6,X,9.8,7.4,8.7,204
689,Mazda,Mid-size,2.5,4,AS6,X,9.1,6.7,8,187
690,Mazda,Mid-size,2.5,4,AS6,X,10,7.5,8.9,208
691,Mazda,Two-seater,2,4,AS6,Z,9,6.6,7.9,186
692,Mazda,Two-seater,2,4,M6,Z,9,7,8.1,189
693,Mercedes-Benz,Subcompact,2,4,AM7,Z,9.7,6.8,8.4,195
694,Mercedes-Benz,Subcompact,2,4,AM7,Z,9.6,7.1,8.5,199
695,Mercedes-Benz,Station wagon: Small,2,4,AM7,Z,9.4,6.8,8.3,192
696,Mercedes-Benz,Station wagon: Small,2,4,AM7,Z,9.9,7,8.6,201
697,Mercedes-Benz,Compact,3,6,A9,Z,12.4,8.7,10.7,253
698,Mercedes-Benz,Subcompact,3,6,A9,Z,12.7,9.2,11.2,263
699,Mercedes-Benz,Subcompact,3,6,A9,Z,12.9,8.8,11.1,255
700,Mercedes-Benz,Station wagon: Small,3,6,A9,Z,12.4,8.9,10.8,255
701,Mercedes-Benz,Compact,4,8,A9,Z,13.2,8.7,11.2,263
702,Mercedes-Benz,Compact,4,8,A9,Z,13.2,8.7,11.2,263
703,Mercedes-Benz,Subcompact,4,8,A9,Z,13.9,9.7,12,282
704,Mercedes-Benz,Subcompact,4,8,A9,Z,13.9,9.2,11.8,277
705,Mercedes-Benz,Minicompact,2,4,AM7,Z,10.3,7.9,9.2,217
706,Mercedes-Benz,Compact,3,6,A9,Z,12.4,8.7,10.7,235
707,Mercedes-Benz,Mid-size,3,6,A9,Z,11.2,8.3,9.9,232
708,Mercedes-Benz,Subcompact,3,6,A9,Z,12.5,9,10.9,245
