ID,Make,Model,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City,Fuel_Consumption_Hwy,Fuel_Consumption_Comb,CO2_Emissions
543,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.40,4,A9,X,11.20,8.00,9.80,230.00
544,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,3.20,6,A9,X,12.20,8.60,10.60,249.00
545,Jeep,Cherokee 4X4 Active Drive II,SUV: Small,2.00,4,A9,X,11.50,8.60,10.20,240.00
546,Jeep,Cherokee 4X4 Active Drive II,SUV: Small,3.20,6,A9,X,12.80,9.00,11.10,259.00
547,Jeep,Cherokee 4X4 Active Drive Lock,SUV: Small,2.00,4,A9,X,11.80,9.20,10.60,249.00
548,Jeep,Cherokee 4X4 Active Drive Lock,SUV: Small,3.20,6,A9,X,12.90,9.90,11.60,269.00
549,Jeep,Compass,SUV: Small,2.40,4,A6,X,10.60,7.60,9.30,218.00
550,Jeep,Compass,SUV: Small,2.40,4,M6,X,10.40,7.30,9.00,211.00
551,Jeep,Compass 4X4,SUV: Small,2.40,4,A9,X,10.80,7.80,9.50,222.00
552,Jeep,Compass 4X4,SUV: Small,2.40,4,M6,X,10.80,7.60,9.40,221.00
553,Jeep,Grand Cherokee 4X4,SUV: Standard,3.60,6,A8,X,12.70,9.60,11.30,265.00
554,Jeep,Grand Cherokee 4X4,SUV: Standard,5.70,8,A8,X,16.70,10.90,14.10,331.00
555,Jeep,Grand Cherokee 4X4 EcoDiesel,SUV: Standard,3.00,6,A8,D,11.20,8.50,10.00,268.00
556,Jeep,Grand Cherokee 4X4 SRT,SUV: Standard,6.40,8,A8,Z,18.30,12.60,15.70,368.00
557,Jeep,Grand Cherokee 4X4 Trackhawk,SUV: Standard,6.20,8,A8,Z,20.90,13.80,17.70,413.00
558,Jeep,Renegade,SUV: Small,1.30,4,A9,X,9.80,7.40,8.70,204.00
559,Jeep,Renegade,SUV: Small,2.40,4,A9,X,10.80,7.80,9.50,222.00
560,Jeep,Renegade 4X4,SUV: Small,1.30,4,A9,X,10.10,8.10,9.20,216.00
561,Jeep,Renegade 4X4,SUV: Small,2.40,4,A9,X,11.20,8.20,9.80,230.00
562,Jeep,Renegade 4X4 Trailhawk,SUV: Small,1.30,4,A9,X,10.80,8.70,9.90,230.00
563,Jeep,Wrangler JL 4X4,SUV: Small,2.00,4,A8,X,10.50,9.40,10.00,233.00
564,Jeep,Wrangler JL 4X4,SUV: Small,3.60,6,A8,X,12.80,10.40,11.80,274.00
565,Jeep,Wrangler JL 4X4,SUV: Small,3.60,6,M6,X,13.70,9.60,11.80,277.00
566,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,2.00,4,A8,X,10.90,10.00,10.50,245.00
567,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.60,6,A8,X,12.90,10.20,11.70,275.00
568,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.60,6,M6,X,13.80,10.10,12.20,285.00
569,Kia,Cadenza,Full-size,3.30,6,AS8,X,11.60,8.50,10.20,238.00
570,Kia,Forte,Mid-size,2.00,4,AV,X,7.70,5.90,6.90,164.00
571,Kia,Forte,Mid-size,2.00,4,M6,X,8.60,6.40,7.60,180.00
572,Kia,Niro,Station wagon: Small,1.60,4,AM6,X,4.60,5.10,4.80,114.00
573,Kia,Niro FE,Station wagon: Small,1.60,4,AM6,X,4.50,4.80,4.70,110.00
574,Kia,Niro Touring,Station wagon: Small,1.60,4,AM6,X,5.10,5.80,5.40,129.00
575,Kia,Optima,Full-size,2.00,4,AS6,X,11.20,7.90,9.70,230.00
576,Kia,Optima,Full-size,2.40,4,AS6,X,9.50,7.10,8.40,199.00
577,Kia,Optima Hybrid,Mid-size,2.00,4,AM6,X,6.10,5.20,5.70,133.00
578,Kia,Rio,Compact,1.60,4,AS6,X,8.50,6.40,7.50,177.00
579,Kia,Rio,Compact,1.60,4,M6,X,8.30,6.40,7.50,175.00
580,Kia,Sedona,Minivan,3.30,6,AS8,X,12.70,10.00,11.50,272.00
581,Kia,Sorento,SUV: Small,2.40,4,AS6,X,10.70,8.20,9.60,225.00
582,Kia,Sorento AWD,SUV: Small,2.40,4,AS6,X,11.20,9.00,10.20,242.00
583,Kia,Sorento AWD,SUV: Small,3.30,6,AS8,X,12.50,9.70,11.20,265.00
584,Kia,Soul,Station wagon: Small,1.60,4,AM7,X,9.10,7.70,8.50,199.00
585,Kia,Soul,Station wagon: Small,1.60,4,AS6,X,9.00,7.60,8.40,198.00
586,Kia,Soul,Station wagon: Small,2.00,4,AS6,X,9.50,7.80,8.70,206.00
587,Kia,Sportage,SUV: Small,2.40,4,AS6,X,10.30,7.80,9.20,218.00
588,Kia,Sportage AWD,SUV: Small,2.00,4,AS6,X,11.90,10.20,11.10,263.00
589,Kia,Sportage AWD,SUV: Small,2.40,4,AS6,X,11.30,9.50,10.50,247.00
590,Kia,Stinger AWD,Mid-size,2.00,4,AS8,Z,11.10,8.10,9.70,229.00
591,Kia,Stinger AWD,Mid-size,3.30,6,AS8,Z,13.60,9.60,11.80,279.00
592,Lamborghini,Aventador Coupe,Two-seater,6.50,12,AM7,Z,26.30,15.60,21.50,487.00
593,Lamborghini,Aventador Roadster,Two-seater,6.50,12,AM7,Z,26.60,15.80,21.70,493.00
594,Lamborghini,Huracan Coupe,Two-seater,5.20,10,AM7,Z,18.10,13.20,15.90,366.00
595,Lamborghini,Huracan Coupe AWD,Two-seater,5.20,10,AM7,Z,17.90,13.00,15.70,370.00
596,Lamborghini,Huracan Spyder,Two-seater,5.20,10,AM7,Z,18.10,13.20,15.90,366.00
597,Lamborghini,Huracan Spyder AWD,Two-seater,5.20,10,AM7,Z,17.90,13.00,15.70,370.00
598,Lamborghini,Huracan Performante Coupe,Two-seater,5.20,10,AM7,Z,17.90,13.00,15.70,370.00
599,Lamborghini,Huracan Performante Spyder,Two-seater,5.20,10,AM7,Z,17.90,13.00,15.70,370.00
600,Lamborghini,Urus,SUV: Standard,4.00,8,AS8,Z,19.20,14.10,16.90,384.00
601,Land Rover,Discovery,SUV: Standard,3.00,6,AS8,Z,14.80,11.40,13.30,311.00
602,Land Rover,Discovery TD6 Diesel,SUV: Standard,3.00,6,AS8,D,11.30,9.20,10.40,279.00
603,Land Rover,Discovery Sport,SUV: Small,2.00,4,AS9,Z,11.40,9.30,10.50,246.00
604,Land Rover,Range Rover 3.0,SUV: Standard,3.00,6,AS8,Z,14.10,10.30,12.40,291.00
605,Land Rover,Range Rover TD6 Diesel,SUV: Standard,3.00,6,AS8,D,10.70,8.30,9.60,256.00
606,Land Rover,Range Rover 5.0 Supercharged,SUV: Standard,5.00,8,AS8,Z,14.40,11.30,13.00,305.00
607,Land Rover,Range Rover SVAutobiography LWB,SUV: Standard,5.00,8,AS8,Z,17.90,12.70,15.50,365.00
608,Land Rover,Range Rover Sport 3.0,SUV: Standard,3.00,6,AS8,Z,14.10,10.30,12.40,291.00
609,Land Rover,Range Rover Sport TD6 Diesel,SUV: Standard,3.00,6,AS8,D,10.70,8.30,9.60,256.00
610,Land Rover,Range Rover Sport Supercharged,SUV: Standard,5.00,8,AS8,Z,14.10,10.70,12.60,294.00
611,Land Rover,Range Rover Evoque,SUV: Small,2.00,4,AS9,Z,10.90,8.00,9.60,225.00
612,Land Rover,Range Rover Evoque Convertible,SUV: Small,2.00,4,AS9,Z,11.20,8.20,9.80,231.00
613,Land Rover,Range Rover Velar D180,SUV: Small,2.00,4,AS8,D,9.20,7.80,8.50,229.00
614,Land Rover,Range Rover Velar P300,SUV: Small,2.00,4,AS8,Z,11.70,9.20,10.60,248.00
615,Land Rover,Range Rover Velar P380,SUV: Small,3.00,6,AS8,Z,13.00,10.00,11.60,273.00
616,Lexus,ES 300h,Mid-size,2.50,4,AV6,X,5.50,5.20,5.30,124.00
617,Lexus,ES 350,Mid-size,3.50,6,AS8,X,10.60,7.20,9.10,211.00
618,Lexus,ES 350 F SPORT,Mid-size,3.50,6,AS8,X,10.90,7.50,9.40,219.00
619,Lexus,GS 350 AWD,Mid-size,3.50,6,AS6,Z,12.30,9.10,10.90,254.00
620,Lexus,GS F,Compact,5.00,8,AS8,Z,14.90,9.70,12.50,293.00
621,Lexus,GX 460,SUV: Standard,4.60,8,AS6,Z,16.00,12.90,14.60,341.00
622,Lexus,IS 300,Compact,2.00,4,AS8,Z,11.00,7.60,9.50,220.00
623,Lexus,IS 300 AWD,Compact,3.50,6,AS6,Z,12.30,9.10,10.90,254.00
624,Lexus,IS 350 AWD,Compact,3.50,6,AS6,Z,12.30,9.10,10.90,254.00
625,Lexus,LC 500,Subcompact,5.00,8,AS10,Z,15.10,9.50,12.60,294.00
626,Lexus,LC 500h,Subcompact,3.50,6,AV10,Z,9.00,7.10,8.10,189.00
627,Lexus,LS 500 AWD,Mid-size,3.40,6,AS10,Z,13.10,8.70,11.10,261.00
628,Lexus,LS 500h AWD,Mid-size,3.50,6,AV10,Z,10.30,7.70,9.10,214.00
629,Lexus,LX 570,SUV: Standard,5.70,8,AS8,Z,18.20,12.80,15.80,371.00
630,Lexus,NX 300 AWD,SUV: Small,2.00,4,AS6,Z,10.70,8.50,9.70,226.00
631,Lexus,NX 300 AWD F SPORT,SUV: Small,2.00,4,AS6,Z,10.80,8.90,9.90,232.00
632,Lexus,NX 300h AWD,SUV: Small,2.50,4,AV6,X,7.20,7.90,7.50,176.00
633,Lexus,RC 300 AWD,Subcompact,3.50,6,AS6,Z,13.10,9.80,11.20,262.00
634,Lexus,RC 350 AWD,Subcompact,3.50,6,AS6,Z,13.10,9.80,11.20,262.00
635,Lexus,RC F,Subcompact,5.00,8,AS8,Z,15.20,9.50,12.60,289.00
636,Lexus,RX 350 AWD,SUV: Small,3.50,6,AS8,X,12.20,9.00,10.80,252.00
637,Lexus,RX 350 L AWD,SUV: Small,3.50,6,AS8,X,13.10,9.40,11.10,268.00
638,Lexus,RX 450h AWD,SUV: Standard,3.50,6,AV6,Z,7.50,8.40,7.90,185.00
639,Lexus,RX 450h L AWD,SUV: Standard,3.50,6,AV6,Z,8.10,8.40,8.10,190.00
640,Lexus,UX 200,Mid-size,2.00,4,AS10,X,8.00,6.30,7.20,168.00
641,Lexus,UX 250h,Compact,2.00,4,AV6,X,5.50,5.70,5.60,130.00
642,Lexus,UX 250h AWD,Compact,2.00,4,AV6,X,5.70,6.20,6.00,140.00
643,Lincoln,Continental AWD,Full-size,2.70,6,AS6,X,14.00,9.40,12.00,281.00
644,Lincoln,Continental AWD,Full-size,3.00,6,AS6,X,14.50,9.80,12.30,289.00
645,Lincoln,Continental AWD,Full-size,3.70,6,AS6,X,14.30,9.70,12.20,287.00
646,Lincoln,MKC AWD,SUV: Small,2.00,4,AS6,X,12.30,9.30,11.00,257.00
647,Lincoln,MKC AWD (Start/Stop),SUV: Small,2.00,4,AS6,X,12.20,9.30,10.90,256.00
648,Lincoln,MKC AWD,SUV: Small,2.30,4,AS6,X,13.10,9.50,11.50,270.00
649,Lincoln,MKT AWD,SUV: Standard,3.50,6,AS6,X,15.70,11.20,13.70,322.00
650,Lincoln,MKT Livery AWD,Special purpose vehicle,3.70,6,A6,X,14.70,10.30,12.70,297.00
651,Lincoln,MKZ AWD,Mid-size,2.00,4,AS6,X,12.10,8.40,10.40,245.00
652,Lincoln,MKZ AWD,Mid-size,3.00,6,AS6,X,14.00,9.20,11.80,278.00
653,Lincoln,MKZ Hybrid,Mid-size,2.00,4,AV,X,5.70,6.20,5.90,139.00
654,Lincoln,Nautilus,SUV: Small,2.70,6,AS8,X,12.60,9.20,11.00,259.00
655,Lincoln,Navigator 4X4,SUV: Standard,3.50,6,AS10,X,15.00,11.40,13.40,314.00
656,Maserati,Ghibli,Mid-size,3.00,6,AS8,Z,14.10,9.80,12.20,286.00
657,Maserati,Ghibli S,Mid-size,3.00,6,AS8,Z,14.70,9.90,12.60,295.00
658,Maserati,Ghibli SQ4,Mid-size,3.00,6,AS8,Z,14.70,9.90,12.60,295.00
659,Maserati,GranTurismo Convertible,Subcompact,4.70,8,AS6,Z,17.80,11.60,15.00,354.00
660,Maserati,Levante,SUV: Standard,3.00,6,AS8,Z,15.90,11.10,13.70,324.00
661,Maserati,Levante S,SUV: Standard,3.00,6,AS8,Z,16.10,11.40,14.00,330.00
662,Maserati,Levante GTS,SUV: Standard,3.80,8,AS8,Z,17.90,12.90,15.30,360.00
663,Maserati,Levante Trofeo,SUV: Standard,3.80,8,AS8,Z,17.90,12.90,15.30,360.00
664,Maserati,Quattroporte S,Full-size,3.00,6,AS8,Z,15.10,10.30,12.80,299.00
665,Maserati,Quattroporte SQ4,Full-size,3.00,6,AS8,Z,15.00,10.30,12.80,301.00
666,Maserati,Quattroporte GTS,Full-size,3.80,8,AS8,Z,16.00,10.80,13.70,321.00
667,Mazda,CX-3,Compact,2.00,4,AS6,X,8.30,6.90,7.70,179.00
668,Mazda,CX-3,Compact,2.00,4,M6,X,8.80,7.00,8.00,186.00
669,Mazda,CX-3 4WD,Compact,2.00,4,AS6,X,8.60,7.40,8.10,189.00
670,Mazda,CX-5,SUV: Small,2.00,4,M6,X,9.70,7.70,8.80,206.00
671,Mazda,CX-5,SUV: Small,2.50,4,AS6,X,9.70,7.80,8.80,206.00
672,Mazda,CX-5 (Cylinder Deactivation),SUV: Small,2.50,4,AS6,X,9.30,7.60,8.50,201.00
673,Mazda,CX-5 4WD,SUV: Small,2.50,4,AS6,X,10.20,8.20,9.30,217.00
674,Mazda,CX-5 4WD (Cylinder Deactivation),SUV: Small,2.50,4,AS6,X,9.80,7.90,9.00,208.00
675,Mazda,CX-5 Turbo 4WD,SUV: Small,2.50,4,AS6,X,10.80,8.70,9.80,230.00
676,Mazda,CX-5 Diesel 4WD,SUV: Small,2.20,4,AS6,D,8.90,7.90,8.40,227.00
677,Mazda,CX-9,SUV: Small,2.50,4,AS6,X,10.60,8.40,9.60,225.00
678,Mazda,CX-9 4WD,SUV: Small,2.50,4,AS6,X,11.60,9.10,10.50,244.00
679,Mazda,Mazda3 4-Door,Compact,2.00,4,AS6,X,8.40,6.60,7.60,178.00
680,Mazda,Mazda3 4-Door (SIL),Compact,2.00,4,M6,X,8.70,6.40,7.70,180.00
681,Mazda,Mazda3 4-Door,Compact,2.50,4,AS6,X,8.80,6.40,7.70,181.00
682,Mazda,Mazda3 4-Door (Cylinder Deactivation),Compact,2.50,4,AS6,X,8.80,6.60,7.80,183.00
683,Mazda,Mazda3 4-Door 4WD,Compact,2.50,4,AS6,X,9.20,7.00,8.20,192.00
684,Mazda,Mazda3 5-Door,Mid-size,2.00,4,AS6,X,8.60,6.70,7.70,181.00
685,Mazda,Mazda3 5-Door (SIL),Mid-size,2.00,4,M6,X,8.70,6.60,7.80,181.00
686,Mazda,Mazda3 5-Door,Mid-size,2.50,4,AS6,X,9.00,6.80,8.00,187.00
687,Mazda,Mazda3 5-Door,Mid-size,2.50,4,M6,X,9.20,6.60,8.10,189.00
688,Mazda,Mazda3 5-Door 4WD,Mid-size,2.50,4,AS6,X,9.80,7.40,8.70,204.00
689,Mazda,Mazda6,Mid-size,2.50,4,AS6,X,9.10,6.70,8.00,187.00
690,Mazda,Mazda6 Turbo,Mid-size,2.50,4,AS6,X,10.00,7.50,8.90,208.00
691,Mazda,MX-5,Two-seater,2.00,4,AS6,Z,9.00,6.60,7.90,186.00
692,Mazda,MX-5 (SIL),Two-seater,2.00,4,M6,Z,9.00,7.00,8.10,189.00
693,Mercedes-Benz,A 220,Subcompact,2.00,4,AM7,Z,9.70,6.80,8.40,195.00
694,Mercedes-Benz,A 220 4MATIC,Subcompact,2.00,4,AM7,Z,9.60,7.10,8.50,199.00
695,Mercedes-Benz,A 250,Station wagon: Small,2.00,4,AM7,Z,9.40,6.80,8.30,192.00
696,Mercedes-Benz,A 250 4MATIC,Station wagon: Small,2.00,4,AM7,Z,9.90,7.00,8.60,201.00
697,Mercedes-Benz,AMG C 43 4MATIC,Compact,3.00,6,A9,Z,12.40,8.70,10.70,253.00
698,Mercedes-Benz,AMG C 43 4MATIC Cabriolet,Subcompact,3.00,6,A9,Z,12.70,9.20,11.20,263.00
699,Mercedes-Benz,AMG C 43 4MATIC Coupe,Subcompact,3.00,6,A9,Z,12.90,8.80,11.10,255.00
700,Mercedes-Benz,AMG C 43 4MATIC Wagon,Station wagon: Small,3.00,6,A9,Z,12.40,8.90,10.80,255.00
701,Mercedes-Benz,AMG C 63,Compact,4.00,8,A9,Z,13.20,8.70,11.20,263.00
702,Mercedes-Benz,AMG C 63 S,Compact,4.00,8,A9,Z,13.20,8.70,11.20,263.00
703,Mercedes-Benz,AMG C 63 S Cabriolet,Subcompact,4.00,8,A9,Z,13.90,9.70,12.00,282.00
704,Mercedes-Benz,AMG C 63 S Coupe,Subcompact,4.00,8,A9,Z,13.90,9.20,11.80,277.00
705,Mercedes-Benz,AMG CLA 45 4MATIC,Minicompact,2.00,4,AM7,Z,10.30,7.90,9.20,217.00
706,Mercedes-Benz,AMG CLS 53 4MATIC+,Compact,3.00,6,A9,Z,12.40,8.70,10.70,235.00
707,Mercedes-Benz,AMG E 53 4MATIC+,Mid-size,3.00,6,A9,Z,11.20,8.30,9.90,232.00
708,Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,Subcompact,3.00,6,A9,Z,12.50,9.00,10.90,245.00
709,Mercedes-Benz,AMG E 53 4MATIC+ Coupe,Subcompact,3.00,6,A9,Z,12.30,8.50,10.60,237.00
710,Mercedes-Benz,AMG E 53 4MATIC+ Wagon,Station wagon: Mid-size,3.00,6,A9,Z,11.50,8.60,10.20,239.00
711,Mercedes-Benz,AMG E 63 S 4MATIC+,Mid-size,4.00,8,A9,Z,16.00,10.50,13.50,318.00
712,Mercedes-Benz,AMG E 63 S 4MATIC+ Wagon,Station wagon: Mid-size,4.00,8,A9,Z,14.60,10.40,12.70,299.00
713,Mercedes-Benz,AMG G 63,SUV: Standard,4.00,8,A9,Z,18.10,15.60,17.00,396.00
714,Mercedes-Benz,AMG GLA 45 4MATIC,Station wagon: Mid-size,2.00,4,AM7,Z,10.70,8.30,9.60,225.00
715,Mercedes-Benz,AMG GLC 43 4MATIC,SUV: Small,3.00,6,A9,Z,12.50,9.60,11.20,262.00
716,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,SUV: Small,3.00,6,A9,Z,12.60,9.70,11.30,265.00
717,Mercedes-Benz,AMG GLC 63 S 4MATIC+,SUV: Small,4.00,8,A9,Z,15.00,10.90,13.20,309.00
718,Mercedes-Benz,AMG GLC 63 S 4MATIC+ Coupe,SUV: Small,4.00,8,A9,Z,15.00,10.90,13.20,309.00
719,Mercedes-Benz,AMG GLE 43 4MATIC,SUV: Standard,3.00,6,A9,Z,14.00,10.60,12.40,292.00
720,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,SUV: Standard,3.00,6,A9,Z,14.10,10.90,12.60,297.00
721,Mercedes-Benz,AMG GLE 63 S 4MATIC,SUV: Standard,4.70,8,A7,Z,17.70,13.40,15.80,370.00
722,Mercedes-Benz,AMG GLE 63 S 4MATIC Coupe,SUV: Standard,4.70,8,A7,Z,17.20,12.80,15.20,357.00
723,Mercedes-Benz,AMG GLS 63 4MATIC,SUV: Standard,4.70,8,A7,Z,17.80,13.20,15.70,370.00
724,Mercedes-Benz,AMG GT 53 4MATIC+ Coupe,Compact,3.00,6,A9,Z,12.40,9.80,11.20,264.00
725,Mercedes-Benz,AMG GT 63 4MATIC+ Coupe,Compact,4.00,8,A9,Z,15.50,11.50,13.70,323.00
726,Mercedes-Benz,AMG GT 63 S 4MATIC+ Coupe,Compact,4.00,8,A9,Z,15.60,11.50,13.70,324.00
727,Mercedes-Benz,AMG GT C Coupe,Two-seater,4.00,8,AM7,Z,15.30,11.40,13.50,315.00
728,Mercedes-Benz,AMG GT C Roadster,Two-seater,4.00,8,AM7,Z,15.20,11.40,13.50,315.00
729,Mercedes-Benz,AMG GT R Coupe,Two-seater,4.00,8,AM7,Z,15.90,11.80,14.00,327.00
730,Mercedes-Benz,AMG S 63 4MATIC+,Full-size,4.00,8,A9,Z,14.10,8.90,11.80,275.00
731,Mercedes-Benz,AMG S 63 4MATIC+ Cabriolet,Subcompact,4.00,8,A9,Z,15.80,9.80,13.10,306.00
732,Mercedes-Benz,AMG S 63 4MATIC+ Coupe,Compact,4.00,8,A9,Z,14.00,8.70,11.60,271.00
733,Mercedes-Benz,AMG S 65,Full-size,6.00,12,A7,Z,18.60,10.90,15.10,356.00
734,Mercedes-Benz,AMG S 65 Cabriolet,Subcompact,6.00,12,A9,Z,17.10,11.00,14.30,337.00
735,Mercedes-Benz,AMG S 65 Coupe,Compact,6.00,12,A9,Z,17.60,11.00,14.60,343.00
736,Mercedes-Benz,AMG SL 63,Two-seater,5.50,8,A7,Z,15.30,10.20,13.00,303.00
737,Mercedes-Benz,AMG SLC 43,Two-seater,3.00,6,A9,Z,11.80,8.20,10.20,238.00
738,Mercedes-Benz,B 250,Station wagon: Small,2.00,4,AM7,Z,9.80,6.80,8.40,196.00
739,Mercedes-Benz,B 250 4MATIC,Station wagon: Small,2.00,4,AM7,Z,10.30,7.80,9.10,215.00
740,Mercedes-Benz,C 300 4MATIC,Compact,2.00,4,A9,Z,11.00,7.30,9.40,219.00
741,Mercedes-Benz,C 300 4MATIC Cabriolet,Subcompact,2.00,4,A9,Z,11.30,8.10,9.90,231.00
742,Mercedes-Benz,C 300 4MATIC Coupe,Subcompact,2.00,4,A9,Z,10.90,7.70,9.50,221.00
743,Mercedes-Benz,C 300 4MATIC Wagon,Station wagon: Small,2.00,4,A9,Z,10.90,7.70,9.50,221.00
744,Mercedes-Benz,CLA 250,Minicompact,2.00,4,AM7,Z,9.60,6.60,8.20,193.00
745,Mercedes-Benz,CLA 250 4MATIC,Minicompact,2.00,4,AM7,Z,9.90,7.30,8.70,204.00
746,Mercedes-Benz,CLS 450 4MATIC,Compact,3.00,6,A9,Z,11.30,7.90,9.80,213.00
747,Mercedes-Benz,E 300 4MATIC,Mid-size,2.00,4,A9,Z,11.00,8.10,9.70,228.00
748,Mercedes-Benz,E 450 4MATIC,Mid-size,3.00,6,A9,Z,11.80,8.50,10.30,244.00
749,Mercedes-Benz,E 450 4MATIC Cabriolet,Subcompact,3.00,6,A9,Z,12.70,10.10,11.60,271.00
750,Mercedes-Benz,E 450 4MATIC Coupe,Subcompact,3.00,6,A9,Z,12.50,9.10,11.00,257.00
751,Mercedes-Benz,E 450 4MATIC Wagon,Station wagon: Mid-size,3.00,6,A9,Z,12.30,8.90,10.80,254.00
752,Mercedes-Benz,G 550,SUV: Standard,4.00,8,A9,Z,18.00,14.10,16.30,378.00
753,Mercedes-Benz,GLA 250 4MATIC,SUV: Small,2.00,4,AM7,Z,10.10,7.60,9.00,209.00
754,Mercedes-Benz,GLC 300 4MATIC,SUV: Small,2.00,4,A9,Z,11.00,8.70,10.00,234.00
755,Mercedes-Benz,GLC 300 4MATIC Coupe,SUV: Small,2.00,4,A9,Z,10.80,9.00,10.00,234.00
756,Mercedes-Benz,GLE 400 4MATIC,SUV: Standard,3.00,6,A9,Z,13.50,10.30,12.10,282.00
757,Mercedes-Benz,GLS 450 4MATIC,SUV: Standard,3.00,6,A9,Z,14.90,11.20,13.20,312.00
758,Mercedes-Benz,GLS 550 4MATIC,SUV: Standard,4.70,8,A9,Z,17.20,12.60,15.10,355.00
759,Mercedes-Benz,Maybach S 560 4MATIC,Full-size,4.00,8,A9,Z,14.40,9.50,12.20,286.00
760,Mercedes-Benz,Maybach S 650,Full-size,6.00,12,A7,Z,18.40,11.10,15.10,355.00
761,Mercedes-Benz,Metris Cargo,Special purpose vehicle,2.00,4,A7,Z,11.50,9.80,10.70,251.00
762,Mercedes-Benz,Metris Cargo LWB,Special purpose vehicle,2.00,4,A7,Z,11.30,9.60,10.50,248.00
763,Mercedes-Benz,Metris Passenger,Special purpose vehicle,2.00,4,A7,Z,12.30,10.30,11.40,268.00
764,Mercedes-Benz,S 450 4MATIC SWB,Mid-size,3.00,6,A9,Z,12.80,8.50,10.80,253.00
765,Mercedes-Benz,S 560 Cabriolet,Subcompact,4.00,8,A9,Z,13.80,9.20,11.70,275.00
766,Mercedes-Benz,S 560 4MATIC,Full-size,4.00,8,A9,Z,13.50,8.60,11.30,265.00
767,Mercedes-Benz,S 560 4MATIC SWB,Mid-size,4.00,8,A9,Z,13.50,8.60,11.30,265.00
768,Mercedes-Benz,SL 450,Two-seater,3.00,6,A9,Z,11.80,8.50,10.30,241.00
769,Mercedes-Benz,SL 550,Two-seater,4.70,8,A9,Z,13.50,9.30,11.60,270.00
770,Mercedes-Benz,SLC 300,Two-seater,2.00,4,A9,Z,10.00,7.30,8.80,205.00
771,MINI,Cooper 3 Door,Subcompact,1.50,3,AS6,Z,8.80,6.80,7.90,184.00
772,MINI,Cooper 3 Door,Subcompact,1.50,3,M6,Z,8.50,6.20,7.50,175.00
773,MINI,Cooper 5 Door,Subcompact,1.50,3,AS6,Z,8.80,6.80,7.90,184.00
774,MINI,Cooper 5 Door,Subcompact,1.50,3,M6,Z,8.40,6.30,7.50,175.00
775,MINI,Cooper Clubman ALL4,Mid-size,1.50,3,AS8,Z,10.20,7.60,9.00,212.00
776,MINI,Cooper Clubman ALL4,Mid-size,1.50,3,M6,Z,10.50,7.40,9.10,214.00
777,MINI,Cooper Convertible,Minicompact,1.50,3,AS6,Z,8.80,6.80,7.90,184.00
778,MINI,Cooper Convertible,Minicompact,1.50,3,M6,Z,8.40,6.30,7.50,175.00
779,MINI,Cooper Countryman ALL4,Station wagon: Small,1.50,3,AS8,Z,10.30,7.90,9.20,215.00
780,MINI,Cooper Countryman ALL4,Station wagon: Small,1.50,3,M6,Z,10.50,7.40,9.10,214.00
781,MINI,Cooper S 3 Door,Subcompact,2.00,4,AS6,Z,9.30,7.30,8.40,197.00
782,MINI,Cooper S 3 Door,Subcompact,2.00,4,M6,Z,10.20,7.40,9.00,210.00
783,MINI,Cooper S 5 Door,Subcompact,2.00,4,AS6,Z,9.30,7.30,8.40,197.00
784,MINI,Cooper S 5 Door,Subcompact,2.00,4,M6,Z,10.20,7.40,9.00,210.00
785,MINI,Cooper S Clubman ALL4,Mid-size,2.00,4,AS8,Z,10.40,7.60,9.20,214.00
786,MINI,Cooper S Clubman ALL4,Mid-size,2.00,4,M6,Z,11.40,7.70,9.70,227.00
787,MINI,Cooper S Convertible,Minicompact,2.00,4,AS6,Z,9.40,7.20,8.40,197.00
788,MINI,Cooper S Convertible,Minicompact,2.00,4,M6,Z,10.20,7.40,9.00,210.00
789,MINI,Cooper S Countryman ALL4,Mid-size,2.00,4,AS8,Z,10.50,7.60,9.20,215.00
790,MINI,Cooper S Countryman ALL4,Mid-size,2.00,4,M6,Z,11.30,7.80,9.70,228.00
791,MINI,John Cooper Works 3 Door,Subcompact,2.00,4,AS6,Z,9.30,7.30,8.40,197.00
792,MINI,John Cooper Works 3 Door,Subcompact,2.00,4,M6,Z,10.20,7.40,9.00,210.00
793,MINI,John Cooper Works Clubman ALL4,Mid-size,2.00,4,AS8,Z,10.40,7.60,9.20,214.00
794,MINI,John Cooper Works Clubman ALL4,Mid-size,2.00,4,M6,Z,11.40,7.70,9.70,227.00
795,MINI,John Cooper Works Convertible,Minicompact,2.00,4,AS6,Z,9.40,7.20,8.40,197.00
796,MINI,John Cooper Works Convertible,Minicompact,2.00,4,M6,Z,10.80,7.70,9.40,220.00
797,MINI,John Cooper Works Countryman ALL4,Mid-size,2.00,4,AS8,Z,10.60,7.80,9.30,220.00
798,MINI,John Cooper Works Countryman ALL4,Mid-size,2.00,4,M6,Z,11.30,7.80,9.70,228.00
